timestamp,Heat 2nd floor (kWh)
2020-03-02 23:14:19.000000 +00:00,481146.0
2020-03-02 23:01:16.000000 +00:00,481142.0
2020-03-02 22:48:15.000000 +00:00,481137.0
2020-03-02 22:35:18.000000 +00:00,481135.0
2020-03-02 22:22:24.000000 +00:00,481133.0
2020-03-02 22:09:33.000000 +00:00,481131.0
2020-03-02 21:56:44.000000 +00:00,481129.0
2020-03-02 21:45:35.000000 +00:00,481128.0
2020-03-02 21:31:17.000000 +00:00,481126.0
2020-03-02 21:20:13.000000 +00:00,481124.0
2020-03-02 21:06:02.000000 +00:00,481122.0
2020-03-02 20:53:29.000000 +00:00,481118.0
2020-03-02 20:40:58.000000 +00:00,481114.0
2020-03-02 20:28:31.000000 +00:00,481111.0
2020-03-02 20:16:06.000000 +00:00,481107.0
2020-03-02 20:03:40.000000 +00:00,481103.0
2020-03-02 19:51:10.000000 +00:00,481099.0
2020-03-02 19:38:37.000000 +00:00,481097.0
2020-03-02 19:29:10.000000 +00:00,481095.0
2020-03-02 19:13:22.000000 +00:00,481092.0
2020-03-02 19:00:40.000000 +00:00,481088.0
2020-03-02 18:49:31.000000 +00:00,481087.0
2020-03-02 18:35:08.000000 +00:00,481086.0
2020-03-02 18:22:17.000000 +00:00,481085.0
2020-03-02 18:09:23.000000 +00:00,481084.0
2020-03-02 17:56:26.000000 +00:00,481082.0
2020-03-02 17:43:26.000000 +00:00,481081.0
2020-03-02 17:30:24.000000 +00:00,481080.0
2020-03-02 17:17:18.000000 +00:00,481079.0
2020-03-02 17:04:09.000000 +00:00,481078.0
2020-03-02 16:50:58.000000 +00:00,481077.0
2020-03-02 16:37:48.000000 +00:00,481076.0
2020-03-02 16:14:55.000000 +00:00,481075.0
2020-03-02 15:58:39.000000 +00:00,481074.0
2020-03-02 15:45:42.000000 +00:00,481073.0
2020-03-02 15:32:48.000000 +00:00,481072.0
2020-03-02 15:19:56.000000 +00:00,481071.0
2020-03-02 15:08:44.000000 +00:00,481070.0
2020-03-02 14:54:23.000000 +00:00,481068.0
2020-03-02 14:41:41.000000 +00:00,481067.0
2020-03-02 14:16:25.000000 +00:00,481066.0
2020-03-02 14:03:52.000000 +00:00,481065.0
2020-03-02 13:51:22.000000 +00:00,481064.0
2020-03-02 13:38:55.000000 +00:00,481063.0
2020-03-02 13:26:30.000000 +00:00,481062.0
2020-03-02 13:14:03.000000 +00:00,481061.0
2020-03-02 13:01:33.000000 +00:00,481059.0
2020-03-02 12:50:35.000000 +00:00,481057.0
2020-03-02 12:36:25.000000 +00:00,481055.0
2020-03-02 12:23:46.000000 +00:00,481053.0
2020-03-02 12:11:04.000000 +00:00,481052.0
2020-03-02 11:45:31.000000 +00:00,481051.0
2020-03-02 11:32:40.000000 +00:00,481050.0
2020-03-02 11:19:47.000000 +00:00,481049.0
2020-03-02 11:06:50.000000 +00:00,481048.0
2020-03-02 10:55:28.000000 +00:00,481047.0
2020-03-02 10:40:47.000000 +00:00,481046.0
2020-03-02 10:14:33.000000 +00:00,481045.0
2020-03-02 09:48:12.000000 +00:00,481043.0
2020-03-02 09:35:06.000000 +00:00,481042.0
2020-03-02 09:22:03.000000 +00:00,481041.0
2020-03-02 09:09:03.000000 +00:00,481039.0
2020-03-02 08:56:05.000000 +00:00,481038.0
2020-03-02 08:43:11.000000 +00:00,481036.0
2020-03-02 08:30:20.000000 +00:00,481034.0
