PeriodEnd,PeriodStart,Period,AirTemp,CloudOpacity,DewpointTemp,Ghi,PrecipitableWater,RelativeHumidity,SnowWater,SurfacePressure,WindSpeed10m
2020-06-30T05:00:00Z,2020-06-30T04:00:00Z,PT60M,13.1,25.2,10.9,111,21.4,86.7,0.0,994.0,6.0
2020-06-30T06:00:00Z,2020-06-30T05:00:00Z,PT60M,14.0,47.4,11.2,150,21.9,83.2,0.0,994.2,6.7
2020-06-30T07:00:00Z,2020-06-30T06:00:00Z,PT60M,15.1,51.8,11.5,210,22.2,79.1,0.0,994.4,7.6
2020-06-30T08:00:00Z,2020-06-30T07:00:00Z,PT60M,15.7,31.6,11.7,381,22.6,77.0,0.0,994.0,8.5
2020-06-30T09:00:00Z,2020-06-30T08:00:00Z,PT60M,15.8,44.6,11.8,370,22.6,77.5,0.0,993.7,9.2
2020-06-30T10:00:00Z,2020-06-30T09:00:00Z,PT60M,15.6,39.1,11.8,458,22.6,78.6,0.0,993.5,9.5
2020-06-30T11:00:00Z,2020-06-30T10:00:00Z,PT60M,15.7,52.7,11.9,380,22.7,78.0,0.0,993.2,9.6
2020-06-30T12:00:00Z,2020-06-30T11:00:00Z,PT60M,16.0,58.6,12.0,339,22.7,76.8,0.0,993.1,9.9
2020-06-30T13:00:00Z,2020-06-30T12:00:00Z,PT60M,16.0,49.4,12.1,397,23.0,77.4,0.0,993.4,10.1
2020-06-30T14:00:00Z,2020-06-30T13:00:00Z,PT60M,16.1,54.3,12.2,328,23.1,77.7,0.0,993.4,10.1
2020-06-30T15:00:00Z,2020-06-30T14:00:00Z,PT60M,16.0,44.9,12.1,341,23.0,78.0,0.0,993.3,10.3
2020-06-30T16:00:00Z,2020-06-30T15:00:00Z,PT60M,15.5,47.4,12.0,269,22.8,79.7,0.0,993.2,10.0
2020-06-30T17:00:00Z,2020-06-30T16:00:00Z,PT60M,15.2,29.9,11.8,267,22.6,80.4,0.0,992.9,9.7
2020-06-30T18:00:00Z,2020-06-30T17:00:00Z,PT60M,14.8,59.4,11.5,102,22.3,80.9,0.0,993.4,9.0
2020-06-30T19:00:00Z,2020-06-30T18:00:00Z,PT60M,14.1,52.3,11.2,57,22.1,82.8,0.0,993.9,8.1
2020-06-30T20:00:00Z,2020-06-30T19:00:00Z,PT60M,13.6,36.2,10.9,20,21.8,84.1,0.0,994.0,7.9
2020-06-30T21:00:00Z,2020-06-30T20:00:00Z,PT60M,13.2,34.5,10.7,0,21.4,84.9,0.0,994.1,7.6
2020-06-30T22:00:00Z,2020-06-30T21:00:00Z,PT60M,12.8,3.8,10.6,0,21.0,86.4,0.0,994.3,7.5
2020-06-30T23:00:00Z,2020-06-30T22:00:00Z,PT60M,12.4,5.9,10.5,0,20.4,88.1,0.0,994.5,7.3
2020-07-01T00:00:00Z,2020-06-30T23:00:00Z,PT60M,12.1,4.2,10.5,0,19.8,89.8,0.0,994.8,6.8
2020-07-01T01:00:00Z,2020-07-01T00:00:00Z,PT60M,12.0,6.0,10.6,0,19.3,91.1,0.0,995.2,6.5
2020-07-01T02:00:00Z,2020-07-01T01:00:00Z,PT60M,11.9,3.3,10.5,0,19.0,91.1,0.0,995.2,6.6
2020-07-01T03:00:00Z,2020-07-01T02:00:00Z,PT60M,12.0,19.9,10.5,1,19.0,90.6,0.0,995.2,6.5
2020-07-01T04:00:00Z,2020-07-01T03:00:00Z,PT60M,12.3,14.9,10.6,48,19.1,89.4,0.0,995.1,6.4
2020-07-01T05:00:00Z,2020-07-01T04:00:00Z,PT60M,13.1,2.2,10.9,158,19.3,86.6,0.0,995.2,6.3
2020-07-01T06:00:00Z,2020-07-01T05:00:00Z,PT60M,14.3,4.6,11.2,284,19.5,81.9,0.0,995.8,6.3
2020-07-01T07:00:00Z,2020-07-01T06:00:00Z,PT60M,15.4,17.5,11.2,361,20.0,76.4,0.0,996.4,6.1
2020-07-01T08:00:00Z,2020-07-01T07:00:00Z,PT60M,16.2,16.2,11.2,479,20.7,72.2,0.0,996.6,6.2
2020-07-01T09:00:00Z,2020-07-01T08:00:00Z,PT60M,16.9,22.0,11.4,532,21.6,69.9,0.0,996.7,6.2
2020-07-01T10:00:00Z,2020-07-01T09:00:00Z,PT60M,17.1,48.6,11.5,393,22.3,69.4,0.0,996.6,6.0
2020-07-01T11:00:00Z,2020-07-01T10:00:00Z,PT60M,17.4,56.0,11.5,363,22.5,68.1,0.0,996.5,5.7
2020-07-01T12:00:00Z,2020-07-01T11:00:00Z,PT60M,17.8,38.9,11.6,512,22.8,67.0,0.0,996.9,6.0
2020-07-01T13:00:00Z,2020-07-01T12:00:00Z,PT60M,17.8,49.7,11.8,407,23.3,67.9,0.0,997.5,6.2
2020-07-01T14:00:00Z,2020-07-01T13:00:00Z,PT60M,17.8,57.9,12.1,315,24.1,69.4,0.0,997.5,6.1
2020-07-01T15:00:00Z,2020-07-01T14:00:00Z,PT60M,17.2,62.1,12.5,245,25.1,73.9,0.0,997.4,5.7
2020-07-01T16:00:00Z,2020-07-01T15:00:00Z,PT60M,15.9,56.9,12.6,227,25.4,80.3,0.0,997.4,4.6
2020-07-01T17:00:00Z,2020-07-01T16:00:00Z,PT60M,15.5,60.6,12.4,152,25.2,82.1,0.0,997.1,3.6
2020-07-01T18:00:00Z,2020-07-01T17:00:00Z,PT60M,15.5,44.6,12.6,139,25.5,83.1,0.0,997.0,2.3
2020-07-01T19:00:00Z,2020-07-01T18:00:00Z,PT60M,15.2,52.3,12.7,61,26.2,85.1,0.0,996.9,1.0
2020-07-01T20:00:00Z,2020-07-01T19:00:00Z,PT60M,14.7,41.5,12.3,14,26.3,85.9,0.0,997.0,0.6
2020-07-01T21:00:00Z,2020-07-01T20:00:00Z,PT60M,14.3,30.4,12.2,0,26.0,87.2,0.0,997.1,0.7
2020-07-01T22:00:00Z,2020-07-01T21:00:00Z,PT60M,13.9,47.9,12.0,0,25.1,88.4,0.0,997.3,1.8
2020-07-01T23:00:00Z,2020-07-01T22:00:00Z,PT60M,13.2,62.1,11.5,0,23.8,89.5,0.0,997.6,3.0
2020-07-02T00:00:00Z,2020-07-01T23:00:00Z,PT60M,12.1,21.3,10.6,0,22.5,90.6,0.0,997.8,3.5
2020-07-02T01:00:00Z,2020-07-02T00:00:00Z,PT60M,11.4,9.6,10.2,0,21.6,91.8,0.0,998.0,3.8
2020-07-02T02:00:00Z,2020-07-02T01:00:00Z,PT60M,11.2,18.0,10.1,0,21.2,92.7,0.0,998.0,4.2
2020-07-02T03:00:00Z,2020-07-02T02:00:00Z,PT60M,11.1,26.7,10.1,1,21.4,93.2,0.0,998.0,4.2
2020-07-02T04:00:00Z,2020-07-02T03:00:00Z,PT60M,11.3,2.9,10.2,51,21.7,93.2,0.0,998.0,4.3
2020-07-02T05:00:00Z,2020-07-02T04:00:00Z,PT60M,12.0,7.7,10.6,145,21.2,91.5,0.0,998.5,4.3
2020-07-02T06:00:00Z,2020-07-02T05:00:00Z,PT60M,13.1,11.4,10.8,262,20.1,86.0,0.0,999.5,4.1
2020-07-02T07:00:00Z,2020-07-02T06:00:00Z,PT60M,14.1,9.3,10.3,397,19.1,77.7,0.0,1000.4,4.3
2020-07-02T08:00:00Z,2020-07-02T07:00:00Z,PT60M,14.9,10.4,9.3,512,18.3,69.2,0.0,1000.6,4.8
2020-07-02T09:00:00Z,2020-07-02T08:00:00Z,PT60M,15.7,20.6,8.7,546,18.2,63.2,0.0,1000.7,5.3
2020-07-02T10:00:00Z,2020-07-02T09:00:00Z,PT60M,16.3,20.1,8.5,622,18.6,59.8,0.0,1001.2,5.7
2020-07-02T11:00:00Z,2020-07-02T10:00:00Z,PT60M,16.8,7.6,8.4,769,18.7,57.5,0.0,1001.8,5.8
2020-07-02T12:00:00Z,2020-07-02T11:00:00Z,PT60M,17.0,3.1,8.4,822,18.4,57.1,0.0,1002.6,5.7
2020-07-02T13:00:00Z,2020-07-02T12:00:00Z,PT60M,16.9,6.8,8.3,766,18.0,56.9,0.0,1003.2,5.6
2020-07-02T14:00:00Z,2020-07-02T13:00:00Z,PT60M,17.1,9.0,8.1,691,18.3,55.4,0.0,1003.0,5.6
2020-07-02T15:00:00Z,2020-07-02T14:00:00Z,PT60M,17.1,0.6,8.2,657,19.2,55.5,0.0,1003.0,5.6
2020-07-02T16:00:00Z,2020-07-02T15:00:00Z,PT60M,16.7,4.5,8.3,515,19.9,57.5,0.0,1003.3,5.7
2020-07-02T17:00:00Z,2020-07-02T16:00:00Z,PT60M,15.9,22.7,8.2,313,19.4,60.1,0.0,1003.6,5.5
2020-07-02T18:00:00Z,2020-07-02T17:00:00Z,PT60M,14.9,25.1,8.2,199,18.5,64.1,0.0,1004.0,4.7
2020-07-02T19:00:00Z,2020-07-02T18:00:00Z,PT60M,13.8,34.6,8.2,87,18.2,68.9,0.0,1004.5,3.9
2020-07-02T20:00:00Z,2020-07-02T19:00:00Z,PT60M,12.3,20.6,7.6,27,18.0,73.2,0.0,1005.0,3.5
2020-07-02T21:00:00Z,2020-07-02T20:00:00Z,PT60M,10.9,34.8,7.2,0,18.0,78.1,0.0,1005.5,3.4
2020-07-02T22:00:00Z,2020-07-02T21:00:00Z,PT60M,9.9,0.0,6.9,0,17.6,81.5,0.0,1005.8,3.3
2020-07-02T23:00:00Z,2020-07-02T22:00:00Z,PT60M,9.3,0.0,6.5,0,16.7,82.4,0.0,1006.0,3.0
2020-07-03T00:00:00Z,2020-07-02T23:00:00Z,PT60M,8.9,0.0,6.4,0,14.9,84.2,0.0,1006.4,3.0
2020-07-03T01:00:00Z,2020-07-03T00:00:00Z,PT60M,8.6,0.0,6.4,0,13.2,85.8,0.0,1006.8,3.0
2020-07-03T02:00:00Z,2020-07-03T01:00:00Z,PT60M,8.3,5.2,6.2,0,12.6,86.3,0.0,1006.8,3.0
2020-07-03T03:00:00Z,2020-07-03T02:00:00Z,PT60M,8.1,28.2,6.0,1,12.1,86.5,0.0,1006.6,2.7
2020-07-03T04:00:00Z,2020-07-03T03:00:00Z,PT60M,8.5,15.4,6.2,45,12.0,85.4,0.0,1006.4,2.4
2020-07-03T05:00:00Z,2020-07-03T04:00:00Z,PT60M,9.7,3.6,6.7,158,12.4,81.9,0.0,1006.6,2.6
2020-07-03T06:00:00Z,2020-07-03T05:00:00Z,PT60M,11.2,10.1,7.2,268,13.6,76.0,0.0,1007.2,2.9
2020-07-03T07:00:00Z,2020-07-03T06:00:00Z,PT60M,12.6,19.9,7.3,353,14.7,70.4,0.0,1007.8,3.2
2020-07-03T08:00:00Z,2020-07-03T07:00:00Z,PT60M,13.5,46.2,7.4,307,15.4,66.8,0.0,1007.8,3.7
2020-07-03T09:00:00Z,2020-07-03T08:00:00Z,PT60M,14.1,58.4,7.6,287,16.3,64.7,0.0,1007.4,4.1
2020-07-03T10:00:00Z,2020-07-03T09:00:00Z,PT60M,14.9,51.0,8.0,382,18.2,63.1,0.0,1007.1,4.6
2020-07-03T11:00:00Z,2020-07-03T10:00:00Z,PT60M,15.4,57.8,8.7,349,20.4,64.2,0.0,1006.9,5.1
2020-07-03T12:00:00Z,2020-07-03T11:00:00Z,PT60M,15.4,52.7,9.5,397,22.2,67.5,0.0,1007.0,5.5
2020-07-03T13:00:00Z,2020-07-03T12:00:00Z,PT60M,15.3,56.9,10.1,348,23.4,71.1,0.0,1006.9,5.6
2020-07-03T14:00:00Z,2020-07-03T13:00:00Z,PT60M,15.3,52.6,10.6,352,23.9,73.2,0.0,1006.3,5.6
2020-07-03T15:00:00Z,2020-07-03T14:00:00Z,PT60M,15.6,63.8,10.7,237,24.3,72.4,0.0,1005.8,5.4
2020-07-03T16:00:00Z,2020-07-03T15:00:00Z,PT60M,15.1,70.0,10.8,157,25.4,75.3,0.0,1005.4,5.0
2020-07-03T17:00:00Z,2020-07-03T16:00:00Z,PT60M,14.3,66.5,11.0,129,27.0,80.7,0.0,1005.0,5.0
2020-07-03T18:00:00Z,2020-07-03T17:00:00Z,PT60M,13.8,67.1,11.5,83,28.3,86.1,0.0,1004.8,5.8
2020-07-03T19:00:00Z,2020-07-03T18:00:00Z,PT60M,13.1,61.4,11.4,47,28.8,89.0,0.0,1005.1,6.0
2020-07-03T20:00:00Z,2020-07-03T19:00:00Z,PT60M,12.7,82.2,10.9,8,29.0,88.9,0.0,1005.1,5.3
2020-07-03T21:00:00Z,2020-07-03T20:00:00Z,PT60M,12.6,93.0,11.0,0,30.1,89.8,0.0,1004.3,5.7
2020-07-03T22:00:00Z,2020-07-03T21:00:00Z,PT60M,12.9,93.3,11.5,0,30.9,91.3,0.0,1003.3,6.4
2020-07-03T23:00:00Z,2020-07-03T22:00:00Z,PT60M,13.3,92.4,12.1,0,30.8,92.6,0.0,1002.5,6.8
2020-07-04T00:00:00Z,2020-07-03T23:00:00Z,PT60M,13.8,93.8,12.6,0,31.6,92.4,0.0,1002.0,6.9
2020-07-04T01:00:00Z,2020-07-04T00:00:00Z,PT60M,14.1,93.9,12.9,0,33.0,92.3,0.0,1001.4,7.4
2020-07-04T02:00:00Z,2020-07-04T01:00:00Z,PT60M,14.4,93.8,13.3,0,33.6,93.3,0.0,1000.6,7.6
2020-07-04T03:00:00Z,2020-07-04T02:00:00Z,PT60M,14.7,95.8,13.8,0,34.0,93.9,0.0,999.9,7.6
2020-07-04T04:00:00Z,2020-07-04T03:00:00Z,PT60M,15.0,62.2,14.1,19,34.2,93.9,0.0,999.5,7.6
2020-07-04T05:00:00Z,2020-07-04T04:00:00Z,PT60M,15.2,64.5,14.1,45,33.6,93.6,0.0,999.4,7.3
2020-07-04T06:00:00Z,2020-07-04T05:00:00Z,PT60M,15.0,58.0,13.8,118,32.2,92.4,0.0,999.7,7.3
2020-07-04T07:00:00Z,2020-07-04T06:00:00Z,PT60M,14.9,75.4,13.6,101,31.5,92.0,0.0,1000.4,7.3
2020-07-04T08:00:00Z,2020-07-04T07:00:00Z,PT60M,15.0,67.0,13.7,181,32.1,92.2,0.0,1000.7,6.9
2020-07-04T09:00:00Z,2020-07-04T08:00:00Z,PT60M,15.1,58.9,13.8,267,33.2,92.3,0.0,1000.6,6.7
2020-07-04T10:00:00Z,2020-07-04T09:00:00Z,PT60M,15.1,66.6,13.9,246,34.1,92.8,0.0,1000.4,6.5
2020-07-04T11:00:00Z,2020-07-04T10:00:00Z,PT60M,15.2,77.2,14.1,180,34.4,93.0,0.0,1000.3,6.1
2020-07-04T12:00:00Z,2020-07-04T11:00:00Z,PT60M,15.2,75.2,14.2,200,34.8,93.8,0.0,1000.4,5.5
2020-07-04T13:00:00Z,2020-07-04T12:00:00Z,PT60M,15.1,73.0,14.3,212,35.0,95.1,0.0,1000.4,4.6
2020-07-04T14:00:00Z,2020-07-04T13:00:00Z,PT60M,15.2,69.3,14.5,220,35.1,95.6,0.0,999.9,4.5
2020-07-04T15:00:00Z,2020-07-04T14:00:00Z,PT60M,15.3,68.3,14.5,198,35.1,95.1,0.0,999.5,4.9
2020-07-04T16:00:00Z,2020-07-04T15:00:00Z,PT60M,15.2,67.8,14.5,161,34.8,95.2,0.0,999.2,5.0
2020-07-04T17:00:00Z,2020-07-04T16:00:00Z,PT60M,15.2,58.9,14.5,154,34.3,95.6,0.0,999.0,4.7
2020-07-04T18:00:00Z,2020-07-04T17:00:00Z,PT60M,15.2,60.5,14.5,95,33.4,95.0,0.0,999.3,4.3
2020-07-04T19:00:00Z,2020-07-04T18:00:00Z,PT60M,15.3,49.1,14.4,58,32.8,94.1,0.0,999.9,4.2
2020-07-04T20:00:00Z,2020-07-04T19:00:00Z,PT60M,15.3,73.2,14.3,13,33.1,93.9,0.0,1000.1,4.4
2020-07-04T21:00:00Z,2020-07-04T20:00:00Z,PT60M,15.0,88.6,14.1,0,33.1,93.9,0.0,1000.1,4.4
2020-07-04T22:00:00Z,2020-07-04T21:00:00Z,PT60M,14.6,75.4,13.7,0,32.7,94.3,0.0,999.7,3.9
2020-07-04T23:00:00Z,2020-07-04T22:00:00Z,PT60M,14.4,74.1,13.6,0,33.0,94.9,0.0,999.4,3.6
2020-07-05T00:00:00Z,2020-07-04T23:00:00Z,PT60M,14.7,63.5,14.0,0,33.6,95.5,0.0,999.1,4.0
2020-07-05T01:00:00Z,2020-07-05T00:00:00Z,PT60M,15.1,55.7,14.4,0,34.1,95.9,0.0,998.6,4.5
2020-07-05T02:00:00Z,2020-07-05T01:00:00Z,PT60M,15.4,54.3,14.7,0,34.1,95.7,0.0,998.0,4.9
2020-07-05T03:00:00Z,2020-07-05T02:00:00Z,PT60M,15.6,51.6,14.9,0,33.9,95.7,0.0,997.0,5.0
2020-07-05T04:00:00Z,2020-07-05T03:00:00Z,PT60M,15.8,46.1,15.0,23,33.8,95.2,0.0,995.8,5.4
2020-07-05T05:00:00Z,2020-07-05T04:00:00Z,PT60M,16.0,70.6,15.1,42,33.6,94.4,0.0,994.9,6.0
2020-07-05T06:00:00Z,2020-07-05T05:00:00Z,PT60M,16.2,62.0,15.2,103,34.1,94.2,0.0,993.9,6.7
2020-07-05T07:00:00Z,2020-07-05T06:00:00Z,PT60M,16.4,66.2,15.4,137,31.8,93.5,0.0,993.0,8.3
2020-07-05T08:00:00Z,2020-07-05T07:00:00Z,PT60M,16.6,67.2,15.2,179,29.5,91.6,0.0,992.4,9.7
2020-07-05T09:00:00Z,2020-07-05T08:00:00Z,PT60M,16.6,57.1,15.2,283,29.0,91.4,0.0,992.1,9.9
2020-07-05T10:00:00Z,2020-07-05T09:00:00Z,PT60M,16.7,54.6,15.0,338,25.8,89.8,0.0,992.0,10.1
2020-07-05T11:00:00Z,2020-07-05T10:00:00Z,PT60M,17.4,58.1,14.7,337,22.6,84.1,0.0,991.8,10.6
2020-07-05T12:00:00Z,2020-07-05T11:00:00Z,PT60M,18.8,47.0,14.2,438,20.3,74.8,0.0,991.8,11.5
2020-07-05T13:00:00Z,2020-07-05T12:00:00Z,PT60M,19.5,39.8,13.0,489,18.2,66.1,0.0,992.2,12.3
2020-07-05T14:00:00Z,2020-07-05T13:00:00Z,PT60M,18.8,29.3,11.7,535,16.1,63.4,0.0,993.1,12.3
2020-07-05T15:00:00Z,2020-07-05T14:00:00Z,PT60M,17.5,33.3,11.1,444,15.8,66.2,0.0,993.9,11.8
2020-07-05T16:00:00Z,2020-07-05T15:00:00Z,PT60M,16.1,44.1,10.9,298,16.8,71.3,0.0,994.1,10.8
2020-07-05T17:00:00Z,2020-07-05T16:00:00Z,PT60M,15.5,26.4,11.0,291,17.6,74.5,0.0,994.3,10.3
2020-07-05T18:00:00Z,2020-07-05T17:00:00Z,PT60M,15.2,22.7,10.7,193,17.0,74.4,0.0,994.9,9.4
2020-07-05T19:00:00Z,2020-07-05T18:00:00Z,PT60M,14.3,24.9,10.0,93,16.5,75.3,0.0,995.5,8.1
2020-07-05T20:00:00Z,2020-07-05T19:00:00Z,PT60M,13.2,31.2,9.6,21,16.4,78.4,0.0,996.1,7.5
2020-07-05T21:00:00Z,2020-07-05T20:00:00Z,PT60M,12.3,17.5,8.9,0,15.6,79.9,0.0,996.2,7.1
2020-07-05T22:00:00Z,2020-07-05T21:00:00Z,PT60M,11.8,0.0,8.2,0,15.9,78.8,0.0,995.8,7.2
2020-07-05T23:00:00Z,2020-07-05T22:00:00Z,PT60M,11.6,0.0,7.8,0,16.8,77.4,0.0,995.6,7.1
2020-07-06T00:00:00Z,2020-07-05T23:00:00Z,PT60M,11.6,6.2,7.5,0,17.3,76.1,0.0,995.3,7.2
2020-07-06T01:00:00Z,2020-07-06T00:00:00Z,PT60M,11.7,61.1,7.4,0,17.2,74.9,0.0,994.8,7.5
2020-07-06T02:00:00Z,2020-07-06T01:00:00Z,PT60M,11.8,76.0,7.5,0,17.1,75.1,0.0,994.4,7.4
2020-07-06T03:00:00Z,2020-07-06T02:00:00Z,PT60M,11.6,55.9,7.5,0,17.2,75.5,0.0,994.0,7.5
2020-07-06T04:00:00Z,2020-07-06T03:00:00Z,PT60M,11.6,19.2,7.7,32,17.0,76.9,0.0,993.4,7.7
2020-07-06T05:00:00Z,2020-07-06T04:00:00Z,PT60M,12.0,9.3,8.2,122,16.8,77.7,0.0,993.2,7.8
2020-07-06T06:00:00Z,2020-07-06T05:00:00Z,PT60M,12.9,17.6,8.6,215,16.6,75.3,0.0,993.6,7.8
2020-07-06T07:00:00Z,2020-07-06T06:00:00Z,PT60M,13.7,22.8,8.9,319,16.6,72.9,0.0,994.0,8.1
2020-07-06T08:00:00Z,2020-07-06T07:00:00Z,PT60M,14.2,50.4,9.3,283,16.9,72.4,0.0,994.3,8.6
2020-07-06T09:00:00Z,2020-07-06T08:00:00Z,PT60M,14.7,29.0,9.6,481,16.9,71.4,0.0,994.6,8.8
2020-07-06T10:00:00Z,2020-07-06T09:00:00Z,PT60M,15.3,26.3,9.5,571,16.8,68.3,0.0,994.8,9.4
2020-07-06T11:00:00Z,2020-07-06T10:00:00Z,PT60M,15.6,37.0,9.3,517,17.5,66.1,0.0,995.0,10.3
2020-07-06T12:00:00Z,2020-07-06T11:00:00Z,PT60M,15.6,41.6,9.8,484,19.2,68.4,0.0,995.5,10.8
2020-07-06T13:00:00Z,2020-07-06T12:00:00Z,PT60M,15.6,45.9,10.0,428,20.4,69.4,0.0,996.3,11.1
2020-07-06T14:00:00Z,2020-07-06T13:00:00Z,PT60M,15.4,46.8,9.7,387,20.5,68.7,0.0,997.1,11.8
2020-07-06T15:00:00Z,2020-07-06T14:00:00Z,PT60M,14.9,38.6,9.3,387,20.1,69.2,0.0,998.1,11.8
2020-07-06T16:00:00Z,2020-07-06T15:00:00Z,PT60M,14.5,42.7,8.6,297,19.2,67.9,0.0,999.0,11.7
2020-07-06T17:00:00Z,2020-07-06T16:00:00Z,PT60M,13.7,41.5,7.7,219,17.9,67.0,0.0,1000.0,11.1
2020-07-06T18:00:00Z,2020-07-06T17:00:00Z,PT60M,13.1,16.9,7.2,204,16.1,67.6,0.0,1001.1,9.9
2020-07-06T19:00:00Z,2020-07-06T18:00:00Z,PT60M,12.7,12.7,6.9,103,14.6,67.8,0.0,1002.1,9.2
2020-07-06T20:00:00Z,2020-07-06T19:00:00Z,PT60M,12.2,32.5,6.4,19,14.0,67.8,0.0,1003.0,9.1
2020-07-06T21:00:00Z,2020-07-06T20:00:00Z,PT60M,11.9,24.4,5.7,0,12.7,65.9,0.0,1003.8,9.2
2020-07-06T22:00:00Z,2020-07-06T21:00:00Z,PT60M,11.5,0.0,5.0,0,11.7,64.6,0.0,1004.4,9.2
2020-07-06T23:00:00Z,2020-07-06T22:00:00Z,PT60M,11.4,1.4,4.7,0,11.9,63.3,0.0,1005.1,9.0
2020-07-07T00:00:00Z,2020-07-06T23:00:00Z,PT60M,11.6,1.4,4.8,0,12.8,63.2,0.0,1005.8,8.3
2020-07-07T01:00:00Z,2020-07-07T00:00:00Z,PT60M,10.9,0.6,5.2,0,14.1,67.9,0.0,1006.3,7.1
2020-07-07T02:00:00Z,2020-07-07T01:00:00Z,PT60M,10.4,15.0,5.7,0,14.9,72.7,0.0,1006.7,6.8
2020-07-07T03:00:00Z,2020-07-07T02:00:00Z,PT60M,10.3,7.4,6.4,1,15.2,76.9,0.0,1006.9,6.9
2020-07-07T04:00:00Z,2020-07-07T03:00:00Z,PT60M,10.4,6.2,7.1,41,15.6,79.8,0.0,1006.9,7.2
2020-07-07T05:00:00Z,2020-07-07T04:00:00Z,PT60M,11.2,4.9,7.6,143,16.6,78.1,0.0,1007.0,7.5
2020-07-07T06:00:00Z,2020-07-07T05:00:00Z,PT60M,12.4,10.5,8.1,258,17.3,74.8,0.0,1007.5,7.5
2020-07-07T07:00:00Z,2020-07-07T06:00:00Z,PT60M,13.4,30.0,8.3,296,17.4,71.4,0.0,1007.7,7.6
2020-07-07T08:00:00Z,2020-07-07T07:00:00Z,PT60M,14.0,33.1,8.7,377,18.2,70.6,0.0,1007.5,8.1
2020-07-07T09:00:00Z,2020-07-07T08:00:00Z,PT60M,14.0,25.6,9.5,504,19.4,74.3,0.0,1007.3,8.7
2020-07-07T10:00:00Z,2020-07-07T09:00:00Z,PT60M,13.4,54.2,9.9,343,19.7,79.2,0.0,1007.0,8.0
2020-07-07T11:00:00Z,2020-07-07T10:00:00Z,PT60M,13.9,63.1,10.1,301,19.8,77.9,0.0,1006.6,7.5
2020-07-07T12:00:00Z,2020-07-07T11:00:00Z,PT60M,14.8,22.6,10.5,641,19.4,75.4,0.0,1006.5,7.7
2020-07-07T13:00:00Z,2020-07-07T12:00:00Z,PT60M,14.9,59.9,10.2,324,18.3,73.5,0.0,1006.4,7.7
2020-07-07T14:00:00Z,2020-07-07T13:00:00Z,PT60M,15.0,39.4,9.5,448,17.6,69.3,0.0,1006.0,7.9
2020-07-07T15:00:00Z,2020-07-07T14:00:00Z,PT60M,15.1,23.2,8.3,496,16.8,64.1,0.0,1005.8,8.1
2020-07-07T16:00:00Z,2020-07-07T15:00:00Z,PT60M,14.9,28.5,7.3,383,16.1,60.4,0.0,1005.6,8.1
2020-07-07T17:00:00Z,2020-07-07T16:00:00Z,PT60M,14.3,19.6,7.2,317,15.9,62.6,0.0,1005.5,7.9
2020-07-07T18:00:00Z,2020-07-07T17:00:00Z,PT60M,13.1,30.0,7.3,182,15.3,68.1,0.0,1005.8,6.9
2020-07-07T19:00:00Z,2020-07-07T18:00:00Z,PT60M,11.8,15.1,7.1,103,14.2,72.8,0.0,1005.9,5.8
2020-07-07T20:00:00Z,2020-07-07T19:00:00Z,PT60M,10.6,30.9,6.5,22,13.5,76.1,0.0,1006.0,5.2
2020-07-07T21:00:00Z,2020-07-07T20:00:00Z,PT60M,9.4,32.7,6.1,0,13.5,79.9,0.0,1006.1,4.9
2020-07-07T22:00:00Z,2020-07-07T21:00:00Z,PT60M,8.8,0.0,6.1,0,13.8,83.1,0.0,1006.0,5.2
2020-07-07T23:00:00Z,2020-07-07T22:00:00Z,PT60M,8.7,0.0,6.3,0,13.9,84.6,0.0,1005.8,5.6
2020-07-08T00:00:00Z,2020-07-07T23:00:00Z,PT60M,8.8,0.0,6.6,0,14.2,86.3,0.0,1005.7,5.5
2020-07-08T01:00:00Z,2020-07-08T00:00:00Z,PT60M,8.8,1.4,6.9,0,14.4,88.0,0.0,1005.6,5.5
2020-07-08T02:00:00Z,2020-07-08T01:00:00Z,PT60M,8.7,1.6,6.9,0,14.3,88.5,0.0,1005.5,5.7
2020-07-08T03:00:00Z,2020-07-08T02:00:00Z,PT60M,8.6,0.6,6.9,1,14.0,89.0,0.0,1005.2,5.6
2020-07-08T04:00:00Z,2020-07-08T03:00:00Z,PT60M,8.8,6.7,7.0,43,14.1,88.3,0.0,1004.8,5.4
2020-07-08T05:00:00Z,2020-07-08T04:00:00Z,PT60M,9.8,0.0,7.3,154,14.5,84.6,0.0,1004.6,5.7
2020-07-08T06:00:00Z,2020-07-08T05:00:00Z,PT60M,11.4,0.3,7.6,289,14.9,77.7,0.0,1004.9,5.8
2020-07-08T07:00:00Z,2020-07-08T06:00:00Z,PT60M,12.7,13.4,7.6,376,15.2,71.3,0.0,1005.6,5.8
2020-07-08T08:00:00Z,2020-07-08T07:00:00Z,PT60M,13.6,31.2,7.8,389,15.7,68.1,0.0,1005.8,6.0
2020-07-08T09:00:00Z,2020-07-08T08:00:00Z,PT60M,14.2,50.6,8.2,342,16.4,67.1,0.0,1005.8,6.1
2020-07-08T10:00:00Z,2020-07-08T09:00:00Z,PT60M,14.1,42.3,8.4,445,16.7,68.5,0.0,1005.8,6.1
2020-07-08T11:00:00Z,2020-07-08T10:00:00Z,PT60M,13.8,49.8,8.3,415,16.5,69.3,0.0,1005.9,6.0
2020-07-08T12:00:00Z,2020-07-08T11:00:00Z,PT60M,14.6,43.2,8.0,479,16.2,64.5,0.0,1006.4,5.7
