dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1577836800,2020-01-01 00:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,3.68,,1.4,-0.11,1.08,4,1029,,,85,4.6,270,0,,,,,5,800,Clear,sky is clear,01n
1577840400,2020-01-01 01:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.09,10000,1.63,0.68,1.76,4.81,1029,,,84,4.1,280,0,,,,,75,803,Clouds,broken clouds,04n
1577844000,2020-01-01 02:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.56,10000,2.09,1.56,2.76,5.34,1029,,,84,3.6,260,0,,,,,100,804,Clouds,overcast clouds,04n
1577847600,2020-01-01 03:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.15,10000,2.16,1.72,3.76,5.53,1029,,,81,4.6,270,9.3,,,,,100,804,Clouds,overcast clouds,04n
1577851200,2020-01-01 04:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.45,10000,2.46,2.09,4.98,5.76,1028,,,81,4.6,260,0,,,,,100,804,Clouds,overcast clouds,04n
1577854800,2020-01-01 05:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.62,10000,2.62,1.8,5.25,5.98,1028,,,81,5.7,260,9.8,,,,,100,804,Clouds,overcast clouds,04n
1577858400,2020-01-01 06:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.72,10000,2.72,2.43,5.4,6.09,1028,,,81,4.6,260,9.8,,,,,100,804,Clouds,overcast clouds,04n
1577862000,2020-01-01 07:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.44,10000,2.45,2.08,4.98,5.76,1027,,,81,4.6,250,10.3,,,,,75,803,Clouds,broken clouds,04n
1577865600,2020-01-01 08:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.29,10000,2.47,1.89,4.85,5.76,1028,,,82,4.6,250,0,,,,,40,802,Clouds,scattered clouds,03d
1577869200,2020-01-01 09:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.49,10000,2.67,1.9,5.05,5.92,1028,,,82,5.1,260,11.3,,,,,75,803,Clouds,broken clouds,04d
1577872800,2020-01-01 10:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.79,10000,2.79,1.82,5.5,6.2,1028,,,81,6.2,260,12.4,,,,,75,803,Clouds,broken clouds,04d
1577876400,2020-01-01 11:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.9,10000,2.89,1.96,4.97,6.76,1027,,,81,6.2,260,0,,,,,75,803,Clouds,broken clouds,04d
1577880000,2020-01-01 12:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.97,10000,2.96,2.25,4.97,6.76,1026,,,81,5.7,250,12.4,,,,,40,802,Clouds,scattered clouds,03d
1577883600,2020-01-01 13:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.81,10000,2.45,2.04,5.58,6.21,1027,,,79,5.7,260,11.3,,,,,64,803,Clouds,broken clouds,04d
1577887200,2020-01-01 14:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.78,10000,2.95,2.5,5.15,6.31,1025,,,82,4.6,250,0,,,,,80,803,Clouds,broken clouds,04d
1577890800,2020-01-01 15:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.98,10000,2.84,1.26,3.86,5.42,1025,,,86,5.1,250,11.3,,,,,20,801,Clouds,few clouds,02n
1577894400,2020-01-01 16:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.58,,2.44,0.76,3.95,4.84,1024,,,86,5.1,250,0,,,,,64,803,Clouds,broken clouds,04n
1577898000,2020-01-01 17:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,3.76,10000,1.8,-0.55,2.75,4.76,1024,,,87,5.7,240,10.3,,,,,40,802,Clouds,scattered clouds,03n
1577901600,2020-01-01 18:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,3.59,10000,1.63,-0.48,2.75,4.28,1025,,,87,5.1,260,11.3,,,,,75,803,Clouds,broken clouds,04n
1577905200,2020-01-01 19:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,3.41,10000,1.46,-0.15,2.65,3.98,1025,,,87,4.1,260,0,,,,,75,803,Clouds,broken clouds,04n
1577908800,2020-01-01 20:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,3.25,10000,1.14,-0.64,2.85,3.76,1025,,,86,4.6,230,11.3,,,,,75,803,Clouds,broken clouds,04n
1577912400,2020-01-01 21:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,3.01,9000,1.06,-1.93,2.76,3.48,1024,,,87,6.7,240,0,,,,,40,802,Clouds,scattered clouds,03n
1577916000,2020-01-01 22:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,3.18,8000,1.39,-0.73,2.76,3.78,1023,,,88,4.6,250,0,,,,,40,802,Clouds,scattered clouds,03n
1577919600,2020-01-01 23:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,3.57,8000,1.77,-0.79,3.15,3.98,1023,,,88,5.7,250,10.8,,,,,75,803,Clouds,broken clouds,04n
1577923200,2020-01-02 00:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,3.8,7000,2,-0.5,3.43,4.2,1023,,,88,5.7,240,10.8,,,,,75,803,Clouds,broken clouds,04n
1577926800,2020-01-02 01:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.05,6000,2.24,-0.18,3.65,4.48,1022,,,88,5.7,230,0,,,,,100,804,Clouds,overcast clouds,04n
1577930400,2020-01-02 02:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.33,5000,2.52,-0.24,3.76,4.7,1022,,,88,6.7,240,0,,,,,100,804,Clouds,overcast clouds,04n
1577934000,2020-01-02 03:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.46,5000,2.65,0.13,3.76,4.81,1021,,,88,6.2,240,0,,,,,75,803,Clouds,broken clouds,04n
1577937600,2020-01-02 04:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.27,7000,2.3,-0.31,3.76,4.54,1021,,,87,6.7,240,0,,,,,75,803,Clouds,broken clouds,04n
1577941200,2020-01-02 05:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.37,6000,2.56,-0.37,3.68,4.75,1020,,,88,7.2,240,0,,,,,100,804,Clouds,overcast clouds,04n
1577944800,2020-01-02 06:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.68,6000,3.02,-0.14,4.25,5.09,1020,,,89,7.7,240,0,,,,,100,804,Clouds,overcast clouds,04n
1577948400,2020-01-02 07:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.82,6000,3.16,-0.31,4.25,5.25,1020,,,89,8.8,230,0,,,,,100,804,Clouds,overcast clouds,04n
1577952000,2020-01-02 08:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.81,6000,3.15,0.02,4.25,5.2,1020,,,89,7.7,240,0,,,,,100,804,Clouds,overcast clouds,04d
1577955600,2020-01-02 09:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.94,7000,3.12,0.19,4.44,5.36,1020,,,88,7.7,240,0,,,,,100,804,Clouds,overcast clouds,04d
1577959200,2020-01-02 10:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.17,6000,3.35,0.15,4.41,5.76,1019,,,88,8.8,230,12.9,,,,,100,804,Clouds,overcast clouds,04d
1577962800,2020-01-02 11:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.26,6000,3.44,0.12,4.41,5.81,1019,,,88,9.3,240,14.9,,,,,100,804,Clouds,overcast clouds,04d
1577966400,2020-01-02 12:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.39,7000,3.57,0.44,4.41,5.98,1018,,,88,8.8,240,14.9,,,,,100,804,Clouds,overcast clouds,04d
1577970000,2020-01-02 13:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.47,5000,3.96,0.88,4.41,6.09,1017,,,90,7.7,230,0,,,,,100,804,Clouds,overcast clouds,04d
1577973600,2020-01-02 14:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.47,5000,3.96,0.72,4.64,6.08,1016,,,90,8.2,230,0,,,,,100,804,Clouds,overcast clouds,04d
1577977200,2020-01-02 15:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.59,7000,4.08,1.38,4.95,5.98,1015,,,90,6.7,230,0,,,,,100,804,Clouds,overcast clouds,04n
1577980800,2020-01-02 16:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.48,10000,3.65,0.73,4.41,5.98,1015,,,88,8.2,230,0,,,,,100,804,Clouds,overcast clouds,04n
1577984400,2020-01-02 17:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.41,10000,3.58,0.64,4.41,5.98,1014,,,88,8.2,230,13.4,,,,,100,804,Clouds,overcast clouds,04n
1577988000,2020-01-02 18:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.06,9000,3.56,0.35,3.75,5.76,1014,,,90,7.7,220,13.4,,,,,100,804,Clouds,overcast clouds,04n
1577991600,2020-01-02 19:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.55,10000,3.21,-0.48,3.65,5.28,1013,,,91,8.2,220,0,,,,,100,804,Clouds,overcast clouds,04n
1577995200,2020-01-02 20:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.31,5000,3.13,-0.26,3.3,4.92,1012,,,92,6.7,210,15.4,,,,,100,804,Clouds,overcast clouds,04n
1577998800,2020-01-02 21:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.27,6000,2.93,-0.31,3.3,4.98,1012,,,91,6.7,220,15.4,,,,,100,804,Clouds,overcast clouds,04n
1578002400,2020-01-02 22:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.62,6000,3.28,0.33,3.86,5.09,1011,,,91,6.2,210,0,,,,,100,804,Clouds,overcast clouds,04n
1578006000,2020-01-02 23:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.84,6000,3.5,0.24,4.45,5.28,1010,,,91,7.2,220,11.3,,,,,100,804,Clouds,overcast clouds,04n
1578009600,2020-01-03 00:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.98,10000,3.64,0.79,4.54,5.58,1009,,,91,6.2,200,13.9,,,,,100,804,Clouds,overcast clouds,04n
1578013200,2020-01-03 01:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.24,7000,3.89,0.93,4.41,5.78,1008,,,91,6.7,220,11.3,,,,,100,804,Clouds,overcast clouds,04n
1578016800,2020-01-03 02:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.71,6000,4.36,1.36,5.35,5.98,1007,,,91,7.2,220,12.4,,,,,100,804,Clouds,overcast clouds,04n
1578020400,2020-01-03 03:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.78,4500,4.43,1.13,5.45,6.09,1006,,,91,8.2,220,13.9,,,,,100,804,Clouds,overcast clouds,04n
1578024000,2020-01-03 04:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.96,6000,4.6,0.91,5.55,6.25,1005,,,91,9.8,220,13.9,0.11,,,,100,500,Rain,light rain,10n
1578027600,2020-01-03 05:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,6.25,6000,4.89,1.74,5.53,6.76,1005,,,91,8.2,230,14.9,0.22,,,,100,500,Rain,light rain,10n
1578031200,2020-01-03 06:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,6.6,8000,5.4,2.34,6.14,6.98,1004,,,92,7.7,220,14.9,0.13,,,,100,500,Rain,light rain,10n
1578034800,2020-01-03 07:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,6.9,6000,5.85,3.06,6.44,7.25,1004,,,93,6.7,230,0,,,,,100,804,Clouds,overcast clouds,04n
1578038400,2020-01-03 08:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,7.25,2900,6.35,3.68,6.64,7.76,1004,,,94,6.2,230,0,0.12,,,,100,500,Rain,light rain,10d
1578042000,2020-01-03 09:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,7.75,6000,6.69,4.95,6.64,8.31,1005,,,93,4.6,270,0,,0.7,,,100,500,Rain,light rain,10d
1578045600,2020-01-03 10:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,6.27,8000,4.59,3.11,5.64,6.76,1006,,,89,4.6,310,11.8,0.15,,,,100,500,Rain,light rain,10d
1578049200,2020-01-03 11:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,6.67,10000,4.66,4.13,5.88,7.09,1006,,,87,3.6,280,0,0.12,,,,100,500,Rain,light rain,10d
1578052800,2020-01-03 12:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,6.64,10000,4.3,3.57,5.78,7.09,1007,,,85,4.6,300,14.4,,0.3,,,75,500,Rain,light rain,10d
1578056400,2020-01-03 13:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,6.34,10000,3.15,3.2,4.97,6.77,1008,,,80,4.6,290,0,,,,,40,802,Clouds,scattered clouds,03d
1578060000,2020-01-03 14:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.71,10000,2.88,2.96,5.08,6.34,1008,,,82,3.6,270,0,,,,,75,803,Clouds,broken clouds,04d
1578063600,2020-01-03 15:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.04,10000,2.9,2.48,4.25,5.94,1008,,,86,3.1,270,0,,,,,54,803,Clouds,broken clouds,04n
1578067200,2020-01-03 16:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.19,10000,2.06,1.11,3.25,4.64,1009,,,86,3.6,280,0,,,,,95,804,Clouds,overcast clouds,04n
1578070800,2020-01-03 17:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.77,10000,2.47,1.52,3.65,5.44,1009,,,85,4.1,280,0,,,,,75,803,Clouds,broken clouds,04n
1578074400,2020-01-03 18:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.44,10000,2.14,1.11,3.3,5.64,1010,,,85,4.1,280,10.8,,,,,20,801,Clouds,few clouds,02n
1578078000,2020-01-03 19:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.21,10000,1.75,0.55,3.3,4.76,1010,,,84,4.6,270,0,,,,,23,801,Clouds,few clouds,02n
1578081600,2020-01-03 20:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.26,10000,1.97,0.36,3.3,5.34,1010,,,85,5.1,260,0,,,,,20,801,Clouds,few clouds,02n
1578085200,2020-01-03 21:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.45,10000,2.15,0.33,3.9,5.44,1010,,,85,5.7,270,11.3,,,,,15,801,Clouds,few clouds,02n
1578088800,2020-01-03 22:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.72,10000,1.91,0.67,4.4,5.44,1011,,,82,5.7,260,11.3,,,,,20,801,Clouds,few clouds,02n
1578092400,2020-01-03 23:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.1,10000,2.11,0.57,4.76,5.44,1010,,,81,7.2,260,13.4,,,,,20,801,Clouds,few clouds,02n
1578096000,2020-01-04 00:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.59,10000,1.88,1.04,5.15,6.04,1010,,,77,7.7,260,14.9,,,,,20,801,Clouds,few clouds,02n
1578099600,2020-01-04 01:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.49,10000,2.32,0.75,4.41,6.06,1009,,,80,8.2,270,14.4,,,,,20,801,Clouds,few clouds,02n
1578103200,2020-01-04 02:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.41,10000,2.76,0.64,4.78,6.14,1009,,,83,8.2,270,14.9,,,,,20,801,Clouds,few clouds,02n
1578106800,2020-01-04 03:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.1,10000,2.95,0.24,4.6,5.76,1009,,,86,8.2,270,18,,0.2,,,75,500,Rain,light rain,10n
1578110400,2020-01-04 04:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.76,10000,2.78,0.32,3.86,5.76,1009,,,87,6.7,270,14.4,,,,,75,803,Clouds,broken clouds,04n
1578114000,2020-01-04 05:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.42,10000,2.45,-0.12,3.48,5.24,1009,,,87,6.7,270,12.4,,,,,38,802,Clouds,scattered clouds,03n
1578117600,2020-01-04 06:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,3.55,10000,2.07,-0.27,2.19,5.14,1009,,,90,4.6,270,16,,3,,,75,500,Rain,light rain,10n
1578121200,2020-01-04 07:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,2.78,7000,1.61,-1.49,1.58,4.55,1009,,,92,5.1,280,0,0.81,,,,100,500,Rain,light rain,10n
1578124800,2020-01-04 08:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,2.55,10000,1.38,-1.51,1.58,3.04,1009,,,92,4.6,280,0,0.69,,,,100,500,Rain,light rain,10d
1578128400,2020-01-04 09:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,2.9,10000,0.95,-2.07,2.28,3.84,1010,,,87,6.7,280,11.8,,2,,,82,500,Rain,light rain,10d
1578132000,2020-01-04 10:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,3.66,10000,1.21,-1.28,3.36,4.24,1011,,,84,7.2,290,0,,,,,8,800,Clear,sky is clear,01d
1578135600,2020-01-04 11:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.44,10000,0.4,-0.62,3.76,4.74,1011,,,75,8.2,290,13.4,,,,,5,800,Clear,sky is clear,01d
1578139200,2020-01-04 12:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.03,10000,0.6,-0.32,4.58,5.31,1012,,,73,9.8,300,16.5,,,,,4,800,Clear,sky is clear,01d
1578142800,2020-01-04 13:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.03,10000,0.22,-0.32,4.38,5.36,1013,,,71,9.8,300,18,,,,,0,800,Clear,sky is clear,01d
1578146400,2020-01-04 14:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.64,10000,-0.49,-0.2,3.98,5.04,1015,,,69,7.7,310,0,,,,,1,800,Clear,sky is clear,01d
1578150000,2020-01-04 15:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,3.9,10000,-0.94,-0.98,3.28,4.64,1016,,,70,7.2,300,18,,,,,5,800,Clear,sky is clear,01n
1578153600,2020-01-04 16:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,3.21,10000,-1.53,-1.24,2.58,4.34,1018,,,70,5.7,300,0,,,,,5,800,Clear,sky is clear,01n
1578157200,2020-01-04 17:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,2.6,10000,-1.38,-1.45,1.76,4.04,1020,,,74,4.6,300,0,,,,,21,801,Clouds,few clouds,02n
1578160800,2020-01-04 18:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,1.85,10000,-1.7,-2.38,0.53,2.88,1021,,,76,4.6,290,18,,,,,1,800,Clear,sky is clear,01n
1578164400,2020-01-04 19:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,1.47,10000,-1.72,-2.2,0.53,2.32,1022,,,78,3.6,300,0,,,,,3,800,Clear,sky is clear,01n
1578168000,2020-01-04 20:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,1,10000,-1.67,-2.38,-0.03,2.32,1023,,,81,3.1,310,0,,,,,0,800,Clear,sky is clear,01n
1578171600,2020-01-04 21:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,0.69,10000,-1.79,-1.77,-0.59,2.74,1024,,,82,2.1,310,0,,,,,1,800,Clear,sky is clear,01n
1578175200,2020-01-04 22:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,-0.56,10000,-2.51,-0.56,-1.35,1.21,1025,,,85,1,300,0,,,,,1,800,Clear,sky is clear,01n
1578178800,2020-01-04 23:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,-0.59,10000,-2.54,-3.27,-1.45,0.66,1026,,,85,2.1,260,0,,,,,1,800,Clear,sky is clear,01n
1578182400,2020-01-05 00:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,-0.77,10000,-2.58,-2.63,-3.55,0.1,1026,,,86,1.5,260,0,,,,,1,800,Clear,sky is clear,01n
1578186000,2020-01-05 01:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,-0.71,10000,-2.52,-3.41,-3.35,-0.3,1027,,,86,2.1,260,0,,,,,2,800,Clear,sky is clear,01n
1578189600,2020-01-05 02:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,-0.97,10000,-2.64,-0.97,-3.75,-0.46,1027,,,87,1,220,0,,,,,3,800,Clear,sky is clear,01n
1578193200,2020-01-05 03:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,-1.82,10000,-3.08,-3.83,-3.24,-1.22,1028,,,90,1.5,270,0,,,,,14,801,Clouds,few clouds,02n
1578196800,2020-01-05 04:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,-0.98,10000,-2.24,-3.72,-2.24,-0.45,1028,,,90,2.1,270,0,,,,,75,803,Clouds,broken clouds,04n
1578200400,2020-01-05 05:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,0.3,10000,-1.56,-2.23,-2.24,1.05,1028,,,86,2.1,270,0,,,,,100,804,Clouds,overcast clouds,04n
1578204000,2020-01-05 06:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,0.93,10000,-1.29,0.93,-2.15,1.7,1028,,,84,1,250,0,,,,,75,803,Clouds,broken clouds,04n
1578207600,2020-01-05 07:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,1.3,10000,-1.12,-1.06,-0.05,2.1,1028,,,83,2.1,210,0,,,,,100,804,Clouds,overcast clouds,04n
1578211200,2020-01-05 08:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,1.54,10000,-0.76,-1.73,0.53,1.8,1028,,,84,3.1,190,0,,,,,75,803,Clouds,broken clouds,04d
1578214800,2020-01-05 09:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,1.97,10000,-0.39,-1.22,0.53,2.56,1028,,,84,3.1,180,0,,,,,100,804,Clouds,overcast clouds,04d
1578218400,2020-01-05 10:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,2.88,10000,0.61,-0.48,2.18,4.14,1027,,,85,3.6,200,0,,,,,100,804,Clouds,overcast clouds,04d
1578222000,2020-01-05 11:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,3.86,10000,1.9,-0.14,2.68,4.76,1026,,,87,5.1,220,0,,,,,75,803,Clouds,broken clouds,04d
1578225600,2020-01-05 12:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.17,10000,2.83,0.5,3.3,5.25,1025,,,91,4.6,220,0,,,,,100,804,Clouds,overcast clouds,04d
1578229200,2020-01-05 13:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,4.85,10000,3.66,1.1,4.28,6.15,1025,,,92,5.1,230,0,,,,,100,804,Clouds,overcast clouds,04d
1578232800,2020-01-05 14:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.46,10000,4.42,2.11,4.7,6.25,1024,,,93,4.6,230,0,,,,,100,804,Clouds,overcast clouds,04d
1578236400,2020-01-05 15:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,5.97,10000,4.46,3,5.76,6.21,1023,,,90,4.1,220,0,,,,,100,804,Clouds,overcast clouds,04n
1578240000,2020-01-05 16:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,6.19,10000,4.51,2.53,5.68,6.76,1024,,,89,5.7,240,0,,,,,75,803,Clouds,broken clouds,04n
1578243600,2020-01-05 17:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,6,10000,4.64,2.54,5.7,6.76,1023,,,91,5.1,230,0,,,,,100,804,Clouds,overcast clouds,04n
1578247200,2020-01-05 18:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,6.04,10000,4.37,2.83,5.45,6.76,1023,,,89,4.6,220,0,,0.2,,,100,500,Rain,light rain,10n
1578250800,2020-01-05 19:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,6.05,10000,4.54,3.09,5.64,6.31,1023,,,90,4.1,230,0,,,,,100,804,Clouds,overcast clouds,04n
1578254400,2020-01-05 20:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,6.17,10000,4.17,2.99,5.76,6.42,1022,,,87,4.6,230,0,,,,,100,804,Clouds,overcast clouds,04n
1578258000,2020-01-05 21:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,6.24,10000,4.08,3.07,5.88,6.76,1022,,,86,4.6,230,0,,,,,100,804,Clouds,overcast clouds,04n
1578261600,2020-01-05 22:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,6.3,10000,4.13,3.4,5.88,6.76,1022,,,86,4.1,230,0,,,,,100,804,Clouds,overcast clouds,04n
1578265200,2020-01-05 23:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,6.34,10000,4.01,3.45,5.85,6.76,1022,,,85,4.1,230,0,,,,,100,804,Clouds,overcast clouds,04n
1578268800,2020-01-06 00:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,6.33,10000,4.49,3.72,5.94,6.76,1021,,,88,3.6,230,0,,,,,100,804,Clouds,overcast clouds,04n
1578272400,2020-01-06 01:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,6.31,10000,4.79,4.01,5.84,6.76,1021,,,90,3.1,220,0,,,,,100,804,Clouds,overcast clouds,04n
1578276000,2020-01-06 02:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,6.42,9000,5.22,4.5,5.84,6.77,1021,,,92,2.6,220,0,,,,,100,804,Clouds,overcast clouds,04n
1578279600,2020-01-06 03:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,6.49,5000,5.44,3.91,5.84,6.77,1021,,,93,3.6,220,0,,,,,100,804,Clouds,overcast clouds,04n
1578283200,2020-01-06 04:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,6.57,5000,5.67,4.32,5.94,6.92,1021,,,94,3.1,230,0,,,,,100,804,Clouds,overcast clouds,04n
1578286800,2020-01-06 05:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,6.74,4400,5.84,4.53,5.94,7.03,1021,,,94,3.1,220,0,,,,,100,804,Clouds,overcast clouds,04n
1578290400,2020-01-06 06:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,7.02,5000,6.12,4.29,6.14,7.42,1020,,,94,4.1,250,0,,0.1,,,100,804,Clouds,overcast clouds,04n
1578294000,2020-01-06 07:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,6.96,10000,5.91,4.21,6.24,7.36,1020,,,93,4.1,260,0,,,,,100,804,Clouds,overcast clouds,04n
1578297600,2020-01-06 08:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,7.06,10000,5.69,4.61,6.44,7.36,1020,,,91,3.6,250,0,,,,,100,804,Clouds,overcast clouds,04d
1578301200,2020-01-06 09:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,7.08,10000,5.71,4.94,6.54,7.36,1020,,,91,3.1,240,0,,,,,100,804,Clouds,overcast clouds,04d
1578304800,2020-01-06 10:00:00 +0000 UTC,3600,Custom location,56.218022,10.146013,7.47,10000,6.1,4.6,6.54,7.86,1020,,,91,4.6,240,0,,,,,100,804,Clouds,overcast clouds,04d
